967.669	308.625
970.544	311.781
973.416	315.094
976.287	317.312
979.157	318.188
982.027	319.313
984.895	319.125
987.763	323.375
990.629	322.094
993.495	327.25
996.359	327.031
999.223	324.812
1002.08	328.781
1004.95	330.719
1007.81	333.781
1010.67	332.812
1013.52	337.438
1016.38	338.031
1019.24	342.688
1022.09	341.187
1024.95	345.5
1027.8	348.156
1030.65	351.031
1033.5	351.75
1036.35	356.969
1039.21	355.875
1042.05	361.344
1044.9	364.844
1047.75	365.937
1050.59	370.937
1053.44	366.531
1056.28	369.594
1059.12	369.469
1061.96	376.125
1064.81	371.375
1067.65	374.312
1070.48	373.812
1073.32	381.75
1076.16	382.375
1078.99	379.625
1081.83	386.406
1084.66	386.312
1087.49	392.375
1090.32	392.563
1093.16	397.812
1095.98	403.062
1098.81	402.063
1101.64	404.656
1104.47	407.844
1107.29	412.75
1110.12	416.25
1112.94	418.281
1115.76	420.156
1118.58	422.312
1121.41	424.906
1124.23	425.031
1127.04	430.438
1129.86	431.594
1132.68	433.219
1135.49	437.781
1138.31	436.875
1141.12	435.687
1143.94	442.625
1146.75	439.938
1149.56	446.531
1152.37	449.094
1155.18	447.625
1157.98	459.219
1160.79	458.531
1163.6	463.219
1166.4	466.937
1169.21	469.719
1172.01	475.719
1174.81	479.219
1177.61	480.938
1180.41	485.156
1183.21	484.5
1186.01	494.219
1188.8	490.938
1191.6	493.375
1194.4	497.719
1197.19	500.188
1199.98	503.594
1202.78	504.25
1205.57	508.719
1208.36	512.375
1211.15	512.125
1213.93	519.344
1216.72	522.156
1219.51	524.406
1222.29	522.812
1225.08	530.406
1227.86	535.094
1230.64	537.719
1233.43	542.344
1236.2	548.688
1238.98	551.313
1241.76	555.188
1244.54	564.188
1247.32	566.688
1250.09	569.437
1252.87	574.406
1255.64	580.531
1258.41	583.344
1261.18	585.562
1263.96	588.781
1266.73	599.094
1269.49	600.625
1272.26	611.156
1275.03	611.25
1277.79	610.719
1280.56	614
1283.32	614.5
1286.09	627.906
1288.85	621.219
1291.61	621.688
1294.37	625.344
1297.13	635.344
1299.89	635.875
1302.64	641.719
1305.4	640.281
